trip_id,stop_sequence,stop_id,arrival_time,departure_time,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
521,0,SAC,4:10:00,4:10:00,Sacramento,0,0,,1
521,1,DAV,4:25:00,4:25:00,Davis,0,0,,1
521,2,FFV,4:45:00,4:45:00,Fairfied/Vacavie,0,0,,1
521,3,SUI,4:51:00,4:51:00,Suisun/Fairfied,0,0,,1
521,4,MTZ,5:10:00,5:10:00,Martinez,0,0,,1
521,5,RIC,5:36:00,5:36:00,Richmond-BART,0,0,,1
521,6,BKY,5:44:00,5:44:00,Berkeey,0,0,,1
521,7,EMY,5:49:00,5:49:00,Emeryvie,0,0,,1
521,8,OKJ,6:01:00,6:01:00,Oakand Jack ondon,0,0,,1
521,9,OAC,6:11:00,6:11:00,Oakand Coiseum-BART,0,0,,1
521,10,HAY,6:21:00,6:21:00,Hayward,0,0,,1
521,11,FMT,6:37:00,6:37:00,Fremont/Centervie,0,0,,1
521,12,GAC,6:54:00,6:54:00,Santa Cara/Great America,0,0,,1
521,13,SCC,7:03:00,7:03:00,Santa Cara/University,0,0,,1
521,14,SJC,7:15:00,7:15:00,San Jose,0,0,,1
521W,0,EMY,5:50:00,5:50:00,Emeryvie- Amtrak,0,0,0,1
521W,1,SFC,6:20:00,6:20:00,SF Saesforce Paza,0,0,14270.63,1
522,0,OKJ,6:12:00,6:12:00,Oakland Jack London,0,0,,1
522,1,EMY,6:21:00,6:21:00,Emeryville,0,0,,1
522,2,BKY,6:25:00,6:25:00,Berkeley,0,0,,1
522,3,RIC,6:32:00,6:32:00,Richmond-BART,0,0,,1
522,4,MTZ,6:58:00,6:58:00,Martinez,0,0,,1
522,5,SUI,7:17:00,7:17:00,Suisun/Fairfield,0,0,,1
522,6,FFV,7:23:00,7:23:00,Fairfield/Vacaville,0,0,,1
522,7,DAV,7:47:00,7:47:00,Davis,0,0,,1
522,8,SAC,8:10:00,8:10:00,Sacramento,0,0,,1
522E,0,SFC,5:40:00,5:40:00,SF Salesforce Plaza,0,0,0,1
522E,1,EMY,6:10:00,6:10:00,Emeryville- Amtrak,0,0,13173.33,1
523,0,SAC,5:10:00,5:10:00,Sacramento,0,0,,1
523,1,DAV,5:25:00,5:25:00,Davis,0,0,,1
523,2,FFV,5:45:00,5:45:00,Fairfied/Vacavie,0,0,,1
523,3,SUI,5:51:00,5:51:00,Suisun/Fairfied,0,0,,1
523,4,MTZ,6:10:00,6:10:00,Martinez,0,0,,1
523,5,RIC,6:36:00,6:36:00,Richmond-BART,0,0,,1
523,6,BKY,6:44:00,6:44:00,Berkeey,0,0,,1
523,7,EMY,6:49:00,6:49:00,Emeryvie,0,0,,1
523,8,OKJ,7:00:00,7:00:00,Oakand Jack ondon,0,0,,1
523,9,OAC,7:09:00,7:09:00,Oakand Coiseum-BART,0,0,,1
523,10,HAY,7:22:00,7:22:00,Hayward,0,0,,1
523,11,FMT,7:37:00,7:37:00,Fremont/Centervie,0,0,,1
523,12,GAC,7:54:00,7:54:00,Santa Cara/Great America,0,0,,1
523,13,SCC,8:02:00,8:02:00,Santa Cara/University,0,0,,1
523,14,SJC,8:14:00,8:14:00,San Jose,0,0,,1
523S,0,RSV,4:15:00,4:15:00,Rosevile,0,0,,1
523S,1,SAC,4:55:00,4:55:00,Sacramento,0,0,,1
523W,0,EMY,6:50:00,6:50:00,Emeryvie- Amtrak,0,0,0,1
523W,1,SFC,7:30:00,7:30:00,SF Saesforce Paza,0,0,14270.63,1
524,0,SJC,6:18:00,6:18:00,San Jose,0,0,,1
524,1,SCC,6:24:00,6:24:00,Santa Clara/University,0,0,,1
524,2,GAC,6:31:00,6:31:00,Santa Clara/Great America,0,0,,1
524,3,FMT,6:47:00,6:47:00,Fremont/Centerville,0,0,,1
524,4,HAY,7:02:00,7:02:00,Hayward,0,0,,1
524,5,OAC,7:13:00,7:13:00,Oakland Coliseum-BART,0,0,,1
524,6,OKJ,7:24:00,7:24:00,Oakland Jack London,0,0,,1
524,7,EMY,7:35:00,7:35:00,Emeryville,0,0,,1
524,8,BKY,7:39:00,7:39:00,Berkeley,0,0,,1
524,9,RIC,7:46:00,7:46:00,Richmond-BART,0,0,,1
524,10,MTZ,8:13:00,8:13:00,Martinez,0,0,,1
524,11,SUI,8:32:00,8:32:00,Suisun/Fairfield,0,0,,1
524,12,FFV,8:39:00,8:39:00,Fairfield/Vacaville,0,0,,1
524,13,DAV,9:00:00,9:00:00,Davis,0,0,,1
524,14,SAC,9:22:00,9:22:00,Sacramento,0,0,,1
524E,0,SFC,6:55:00,6:55:00,SF Salesforce Plaza,0,0,0,1
524E,1,EMY,7:25:00,7:25:00,Emeryville- Amtrak,0,0,13173.33,1
525,0,SAC,6:10:00,6:10:00,Sacramento,0,0,,1
525,1,DAV,6:25:00,6:25:00,Davis,0,0,,1
525,2,FFV,6:45:00,6:45:00,Fairfied/Vacavie,0,0,,1
525,3,SUI,6:51:00,6:51:00,Suisun/Fairfied,0,0,,1
525,4,MTZ,7:10:00,7:10:00,Martinez,0,0,,1
525,5,RIC,7:36:00,7:36:00,Richmond-BART,0,0,,1
525,6,BKY,7:44:00,7:44:00,Berkeey,0,0,,1
525,7,EMY,7:50:00,7:50:00,Emeryvie,0,0,,1
525,8,OKJ,8:04:00,8:04:00,Oakand Jack ondon,0,0,,1
525S,0,RSV,5:15:00,5:15:00,Rosevile,0,0,,1
525S,1,SAC,5:55:00,5:55:00,Sacramento,0,0,,1
525W,0,EMY,7:50:00,7:50:00,Emeryvie- Amtrak,0,0,0,1
525W,1,SFC,8:30:00,8:30:00,SF Saesforce Paza,0,0,14270.63,1
527,0,ARN,5:40:00,5:40:00,Auburn,0,0,,1
527,1,RLN,6:03:00,6:03:00,Rocklin,0,0,,1
527,2,RSV,6:12:00,6:12:00,Roseville,0,0,,1
527,3,SAC,6:43:00,6:43:00,Sacramento,0,0,,1
527,4,DAV,6:58:00,6:58:00,Davis,0,0,,1
527,5,FFV,7:18:00,7:18:00,Fairfied/Vacavie,0,0,,1
527,6,SUI,7:24:00,7:24:00,Suisun/Fairfied,0,0,,1
527,7,MTZ,7:43:00,7:43:00,Martinez,0,0,,1
527,8,RIC,8:09:00,8:09:00,Richmond-BART,0,0,,1
527,9,BKY,8:17:00,8:17:00,Berkeey,0,0,,1
527,10,EMY,8:23:00,8:23:00,Emeryvie,0,0,,1
527,11,OKJ,8:39:00,8:39:00,Oakand Jack ondon,0,0,,1
527,12,OAC,8:48:00,8:48:00,Oakand Coiseum-BART,0,0,,1
527,13,HAY,8:59:00,8:59:00,Hayward,0,0,,1
527,14,FMT,9:15:00,9:15:00,Fremont/Centervie,0,0,,1
527,15,GAC,9:32:00,9:32:00,Santa Cara/Great America,0,0,,1
527,16,SCC,9:40:00,9:40:00,Santa Cara/University,0,0,,1
527,17,SJC,9:53:00,9:53:00,San Jose,0,0,,1
527W,0,EMY,8:25:00,8:25:00,Emeryvie- Amtrak,0,0,0,1
527W,1,SFC,9:00:00,9:00:00,SF Saesforce Paza,0,0,14270.63,1
528,0,SJC,8:48:00,8:48:00,San Jose,0,0,,1
528,1,SCC,8:54:00,8:54:00,Santa Clara/University,0,0,,1
528,2,GAC,9:01:00,9:01:00,Santa Clara/Great America,0,0,,1
528,3,FMT,9:18:00,9:18:00,Fremont/Centerville,0,0,,1
528,4,HAY,9:33:00,9:33:00,Hayward,0,0,,1
528,5,OAC,9:44:00,9:44:00,Oakland Coliseum-BART,0,0,,1
528,6,OKJ,9:57:00,9:57:00,Oakland Jack London,0,0,,1
528,7,EMY,10:06:00,10:06:00,Emeryville,0,0,,1
528,8,BKY,10:10:00,10:10:00,Berkeley,0,0,,1
528,9,RIC,10:18:00,10:18:00,Richmond-BART,0,0,,1
528,10,MTZ,10:45:00,10:45:00,Martinez,0,0,,1
528,11,SUI,11:04:00,11:04:00,Suisun/Fairfield,0,0,,1
528,12,FFV,11:11:00,11:11:00,Fairfield/Vacaville,0,0,,1
528,13,DAV,11:33:00,11:33:00,Davis,0,0,,1
528,14,SAC,11:57:00,11:57:00,Sacramento,0,0,,1
528E,0,SFC,9:25:00,9:25:00,SF Salesforce Plaza,0,0,0,1
528E,1,EMY,9:55:00,9:55:00,Emeryville- Amtrak,0,0,13173.33,1
531,0,SAC,8:55:00,8:55:00,Sacramento,0,0,,1
531,1,DAV,9:10:00,9:10:00,Davis,0,0,,1
531,2,FFV,9:30:00,9:30:00,Fairfied/Vacavie,0,0,,1
531,3,SUI,9:36:00,9:36:00,Suisun/Fairfied,0,0,,1
531,4,MTZ,9:55:00,9:55:00,Martinez,0,0,,1
531,5,RIC,10:21:00,10:21:00,Richmond-BART,0,0,,1
531,6,BKY,10:29:00,10:29:00,Berkeey,0,0,,1
531,7,EMY,10:34:00,10:34:00,Emeryvie,0,0,,1
531,8,OKJ,10:45:00,10:45:00,Oakand Jack ondon,0,0,,1
531,9,OAC,10:54:00,10:54:00,Oakand Coiseum-BART,0,0,,1
531,10,HAY,11:06:00,11:06:00,Hayward,0,0,,1
531,11,FMT,11:23:00,11:23:00,Fremont/Centervie,0,0,,1
531,12,GAC,11:45:00,11:45:00,Santa Cara/Great America,0,0,,1
531,13,SCC,11:53:00,11:53:00,Santa Cara/University,0,0,,1
531,14,SJC,12:11:00,12:11:00,San Jose,0,0,,1
531W,0,EMY,10:35:00,10:35:00,Emeryvie- Amtrak,0,0,0,1
531W,1,SFC,11:05:00,11:05:00,SF Saesforce Paza,0,0,14270.63,1
532,0,SJC,11:05:00,11:05:00,San Jose,0,0,,1
532,1,SCC,11:11:00,11:11:00,Santa Clara/University,0,0,,1
532,2,GAC,11:18:00,11:18:00,Santa Clara/Great America,0,0,,1
532,3,FMT,11:36:00,11:36:00,Fremont/Centerville,0,0,,1
532,4,HAY,11:51:00,11:51:00,Hayward,0,0,,1
532,5,OAC,12:03:00,12:03:00,Oakland Coliseum-BART,0,0,,1
532,6,OKJ,12:17:00,12:17:00,Oakland Jack London,0,0,,1
532,7,EMY,12:26:00,12:26:00,Emeryville,0,0,,1
532,8,BKY,12:30:00,12:30:00,Berkeley,0,0,,1
532,9,RIC,12:37:00,12:37:00,Richmond-BART,0,0,,1
532,10,MTZ,13:04:00,13:04:00,Martinez,0,0,,1
532,11,SUI,13:23:00,13:23:00,Suisun/Fairfield,0,0,,1
532,12,FFV,13:29:00,13:29:00,Fairfield/Vacaville,0,0,,1
532,13,DAV,13:53:00,13:53:00,Davis,0,0,,1
532,14,SAC,14:16:00,14:16:00,Sacramento,0,0,,1
532E,0,SFC,11:45:00,11:45:00,SF Salesforce Plaza,0,0,0,1
532E,1,EMY,12:15:00,12:15:00,Emeryville- Amtrak,0,0,13173.33,1
532S,0,SAC,14:25:00,14:25:00,Sacramento,0,0,,1
532S,1,RSV,14:55:00,14:55:00,Roseville,0,0,,1
532S,2,RLN,15:10:00,15:10:00,Rocklin,0,0,,1
532S,3,ARN,15:35:00,15:35:00,Auburn,0,0,,1
532S,4,COX,15:50:00,15:50:00,Colfax,0,0,,1
534,0,OKJ,14:12:00,14:12:00,Oakland Jack London,0,0,,1
534,1,EMY,14:21:00,14:21:00,Emeryville,0,0,,1
534,2,BKY,14:25:00,14:25:00,Berkeley,0,0,,1
534,3,RIC,14:32:00,14:32:00,Richmond-BART,0,0,,1
534,4,MTZ,14:58:00,14:58:00,Martinez,0,0,,1
534,5,SUI,15:17:00,15:17:00,Suisun/Fairfield,0,0,,1
534,6,FFV,15:24:00,15:24:00,Fairfield/Vacaville,0,0,,1
534,7,DAV,15:45:00,15:45:00,Davis,0,0,,1
534,8,SAC,16:10:00,16:10:00,Sacramento,0,0,,1
534E,0,SFC,13:35:00,13:35:00,SF Salesforce Plaza,0,0,0,1
534E,1,EMY,14:05:00,14:05:00,Emeryville- Amtrak,0,0,13173.33,1
536,0,OKJ,15:12:00,15:12:00,Oakland Jack London,0,0,,1
536,1,EMY,15:21:00,15:21:00,Emeryville,0,0,,1
536,2,BKY,15:25:00,15:25:00,Berkeley,0,0,,1
536,3,RIC,15:33:00,15:33:00,Richmond-BART,0,0,,1
536,4,MTZ,16:00:00,16:00:00,Martinez,0,0,,1
536,5,SUI,16:19:00,16:19:00,Suisun/Fairfield,0,0,,1
536,6,FFV,16:26:00,16:26:00,Fairfield/Vacaville,0,0,,1
536,7,DAV,16:49:00,16:49:00,Davis,0,0,,1
536,8,SAC,17:16:00,17:16:00,Sacramento,0,0,,1
536E,0,SFC,14:35:00,14:35:00,SF Salesforce Plaza,0,0,0,1
536E,1,EMY,15:05:00,15:05:00,Emeryville- Amtrak,0,0,13173.33,1
536S,0,SAC,17:25:00,17:25:00,Sacramento,0,0,,1
536S,1,RSV,18:05:00,18:05:00,Roseville,0,0,,1
536S,2,RLN,18:25:00,18:25:00,Rocklin,0,0,,1
536S,3,ARN,18:40:00,18:40:00,Auburn,0,0,,1
538,0,SJC,15:05:00,15:05:00,San Jose,0,0,,1
538,1,SCC,15:11:00,15:11:00,Santa Clara/University,0,0,,1
538,2,GAC,15:19:00,15:19:00,Santa Clara/Great America,0,0,,1
538,3,FMT,15:35:00,15:35:00,Fremont/Centerville,0,0,,1
538,4,HAY,15:50:00,15:50:00,Hayward,0,0,,1
538,5,OAC,16:01:00,16:01:00,Oakland Coliseum-BART,0,0,,1
538,6,OKJ,16:12:00,16:12:00,Oakland Jack London,0,0,,1
538,7,EMY,16:21:00,16:21:00,Emeryville,0,0,,1
538,8,BKY,16:25:00,16:25:00,Berkeley,0,0,,1
538,9,RIC,16:32:00,16:32:00,Richmond-BART,0,0,,1
538,10,MTZ,16:59:00,16:59:00,Martinez,0,0,,1
538,11,SUI,17:18:00,17:18:00,Suisun/Fairfield,0,0,,1
538,12,FFV,17:24:00,17:24:00,Fairfield/Vacaville,0,0,,1
538,13,DAV,17:46:00,17:46:00,Davis,0,0,,1
538,14,SAC,18:07:00,18:07:00,Sacramento,0,0,,1
538,15,RSV,18:32:00,18:32:00,Roseville,0,0,,1
538,16,RLN,18:43:00,18:43:00,Rocklin,0,0,,1
538,17,ARN,19:16:00,19:16:00,Auburn,0,0,,1
538E,0,SFC,15:35:00,15:35:00,SF Salesforce Plaza,0,0,0,1
538E,1,EMY,16:05:00,16:05:00,Emeryville- Amtrak,0,0,13173.33,1
540,0,OKJ,16:42:00,16:42:00,Oakland Jack London,0,0,,1
540,1,EMY,16:51:00,16:51:00,Emeryville,0,0,,1
540,2,BKY,16:55:00,16:55:00,Berkeley,0,0,,1
540,3,RIC,17:02:00,17:02:00,Richmond-BART,0,0,,1
540,4,MTZ,17:28:00,17:28:00,Martinez,0,0,,1
540,5,SUI,17:47:00,17:47:00,Suisun/Fairfield,0,0,,1
540,6,FFV,17:54:00,17:54:00,Fairfield/Vacaville,0,0,,1
540,7,DAV,18:17:00,18:17:00,Davis,0,0,,1
540,8,SAC,18:41:00,18:41:00,Sacramento,0,0,,1
540E,0,SFC,16:10:00,16:10:00,SF Salesforce Plaza,0,0,0,1
540E,1,EMY,16:40:00,16:40:00,Emeryville- Amtrak,0,0,13173.33,1
541,0,SAC,11:55:00,11:55:00,Sacramento,0,0,,1
541,1,DAV,12:10:00,12:10:00,Davis,0,0,,1
541,2,FFV,12:30:00,12:30:00,Fairfied/Vacavie,0,0,,1
541,3,SUI,12:36:00,12:36:00,Suisun/Fairfied,0,0,,1
541,4,MTZ,12:55:00,12:55:00,Martinez,0,0,,1
541,5,RIC,13:21:00,13:21:00,Richmond-BART,0,0,,1
541,6,BKY,13:29:00,13:29:00,Berkeey,0,0,,1
541,7,EMY,13:34:00,13:34:00,Emeryvie,0,0,,1
541,8,OKJ,13:45:00,13:45:00,Oakand Jack ondon,0,0,,1
541,9,OAC,13:55:00,13:55:00,Oakand Coiseum-BART,0,0,,1
541,10,HAY,14:05:00,14:05:00,Hayward,0,0,,1
541,11,FMT,14:20:00,14:20:00,Fremont/Centervie,0,0,,1
541,12,GAC,14:38:00,14:38:00,Santa Cara/Great America,0,0,,1
541,13,SCC,14:48:00,14:48:00,Santa Cara/University,0,0,,1
541,14,SJC,15:05:00,15:05:00,San Jose,0,0,,1
541S,0,COX,9:45:00,9:45:00,Cofax,0,0,,1
541S,1,ARN,10:15:00,10:15:00,Auburn,0,0,,1
541S,2,RLN,10:30:00,10:30:00,Rockin,0,0,,1
541S,3,RSV,10:45:00,10:45:00,Rosevile,0,0,,1
541S,4,SAC,11:35:00,11:35:00,Sacramento,0,0,,1
541W,0,EMY,13:35:00,13:35:00,Emeryvie- Amtrak,0,0,0,1
541W,1,SFC,14:05:00,14:05:00,SF Saesforce Paza,0,0,14270.63,1
542,0,SJC,16:05:00,16:05:00,San Jose,0,0,,1
542,1,SCC,16:11:00,16:11:00,Santa Clara/University,0,0,,1
542,2,GAC,16:19:00,16:19:00,Santa Clara/Great America,0,0,,1
542,3,FMT,16:35:00,16:35:00,Fremont/Centerville,0,0,,1
542,4,HAY,16:50:00,16:50:00,Hayward,0,0,,1
542,5,OAC,17:01:00,17:01:00,Oakland Coliseum-BART,0,0,,1
542,6,OKJ,17:12:00,17:12:00,Oakland Jack London,0,0,,1
542,7,EMY,17:21:00,17:21:00,Emeryville,0,0,,1
542,8,BKY,17:25:00,17:25:00,Berkeley,0,0,,1
542,9,RIC,17:32:00,17:32:00,Richmond-BART,0,0,,1
542,10,MTZ,17:58:00,17:58:00,Martinez,0,0,,1
542,11,SUI,18:17:00,18:17:00,Suisun/Fairfield,0,0,,1
542,12,FFV,18:24:00,18:24:00,Fairfield/Vacaville,0,0,,1
542,13,DAV,18:46:00,18:46:00,Davis,0,0,,1
542,14,SAC,19:10:00,19:10:00,Sacramento,0,0,,1
542E,0,SFC,16:40:00,16:40:00,SF Salesforce Plaza,0,0,0,1
542E,1,EMY,17:15:00,17:15:00,Emeryville- Amtrak,0,0,13173.33,1
542S,0,SAC,19:20:00,19:20:00,Sacramento,0,0,,1
542S,1,RSV,19:50:00,19:50:00,Roseville,0,0,,1
542S,2,RLN,20:05:00,20:05:00,Rocklin,0,0,,1
542S,3,ARN,20:20:00,20:20:00,Auburn,0,0,,1
543,0,SAC,13:55:00,13:55:00,Sacramento,0,0,,1
543,1,DAV,14:10:00,14:10:00,Davis,0,0,,1
543,2,FFV,14:30:00,14:30:00,Fairfied/Vacavie,0,0,,1
543,3,SUI,14:36:00,14:36:00,Suisun/Fairfied,0,0,,1
543,4,MTZ,14:55:00,14:55:00,Martinez,0,0,,1
543,5,RIC,15:22:00,15:22:00,Richmond-BART,0,0,,1
543,6,BKY,15:30:00,15:30:00,Berkeey,0,0,,1
543,7,EMY,15:36:00,15:36:00,Emeryvie,0,0,,1
543,8,OKJ,15:52:00,15:52:00,Oakand Jack ondon,0,0,,1
